title,category,author,price_gbp,price_raw,rating,availability,upc,num_reviews,description_short,url,scraped_at
Rising Strong,Nonfiction,,21.82,£21.82,3,In stock (8 available),52fc458ffc756faf,0,Product Description,https://books.toscrape.com/catalogue/rising-strong_539/index.html,2026-03-31T13:35:27.516201+00:00
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,,54.21,£54.21,1,In stock (8 available),d56d0710668bb39c,0,Product Description,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,2026-03-31T13:35:29.208084+00:00
Please Kill Me: The Uncensored Oral History of Punk,Music,,31.19,£31.19,4,In stock (8 available),4a823d80aa30dbb0,0,Product Description,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,2026-03-31T13:35:30.888658+00:00
Out of Print: City Lights Spotlight No. 14,Poetry,,53.64,£53.64,5,In stock (8 available),c0fc0cd215ee1724,0,Product Description,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,2026-03-31T13:35:32.634090+00:00
My Life Next Door (My Life Next Door ),Young Adult,,36.39,£36.39,5,In stock (8 available),9a7291b89bd5445c,0,Product Description,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,2026-03-31T13:35:34.438508+00:00
Miller's Valley,Fiction,,58.54,£58.54,2,In stock (8 available),bff270fe9c86a5a9,0,Product Description,https://books.toscrape.com/catalogue/millers-valley_534/index.html,2026-03-31T13:35:36.000201+00:00
Man's Search for Meaning,Nonfiction,,29.48,£29.48,3,In stock (8 available),4729afff3bea0f0a,0,Product Description,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,2026-03-31T13:35:37.696685+00:00
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,,25.06,£25.06,2,In stock (8 available),4d3a4c7b442a9a4e,0,Product Description,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,2026-03-31T13:35:39.414962+00:00
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,,12.55,£12.55,3,In stock (8 available),044534b0b28b4e87,0,Product Description,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,2026-03-31T13:35:41.138232+00:00
Les Fleurs du Mal,Poetry,,29.04,£29.04,5,In stock (8 available),c44c5e1425475206,0,Product Description,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,2026-03-31T13:35:42.808538+00:00
Left Behind (Left Behind #1),Default,,40.72,£40.72,2,In stock (8 available),29af1a2566c4e36e,0,Product Description,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,2026-03-31T13:35:44.558521+00:00
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,,45.05,£45.05,5,In stock (8 available),39eefec3a8498dde,0,Product Description,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,2026-03-31T13:35:46.179873+00:00
Kierkegaard: A Christian Missionary to Christians,Philosophy,,47.13,£47.13,1,In stock (8 available),0cf57cb49272fd37,0,Product Description,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,2026-03-31T13:35:47.775092+00:00
John Vassos: Industrial Design for Modern Life,Default,,20.22,£20.22,4,In stock (8 available),bd26e8a79a856c31,0,Product Description,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,2026-03-31T13:35:49.372570+00:00
I'll Give You the Sun,Default,,56.48,£56.48,1,In stock (8 available),0ab4b35dcffcffd1,0,Product Description,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,2026-03-31T13:35:50.925963+00:00
I Will Find You,Nonfiction,,44.21,£44.21,1,In stock (8 available),bbf1ea50be8008ab,0,Product Description,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,2026-03-31T13:35:52.543659+00:00
Hystopia: A Novel,Fiction,,21.96,£21.96,4,In stock (8 available),0bfdef63285d3019,0,Product Description,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,2026-03-31T13:35:54.204651+00:00
Howl and Other Poems,Poetry,,40.45,£40.45,2,In stock (8 available),b7870fa6dc088fbb,0,Product Description,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,2026-03-31T13:35:55.856824+00:00
History of Beauty,Art,,10.29,£10.29,4,In stock (8 available),8a150fd8ff5d7686,0,Product Description,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,2026-03-31T13:35:57.521585+00:00
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,,52.86,£52.86,2,In stock (8 available),d48c1369927ebef1,0,Product Description,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,2026-03-31T13:36:00.887873+00:00
Future Shock (Future Shock #1),Young Adult,,55.65,£55.65,5,In stock (8 available),df6a7c43faa6732b,0,Product Description,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,2026-03-31T13:36:02.589033+00:00
Ender's Game (The Ender Quintet #1),Default,,43.64,£43.64,1,In stock (8 available),e049d44c4f1cf1b2,0,Product Description,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,2026-03-31T13:36:04.183830+00:00
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,,28.41,£28.41,1,In stock (8 available),0c11e2d068768dbb,0,Product Description,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,2026-03-31T13:36:05.780211+00:00
Death by Leisure: A Cautionary Tale,Default,,37.51,£37.51,4,In stock (8 available),4dbd54d9e36c9566,0,Product Description,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,2026-03-31T13:36:07.446945+00:00
Brilliant Beacons: A History of the American Lighthouse,History,,11.45,£11.45,3,In stock (8 available),7f5157bf53065d36,0,Product Description,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,2026-03-31T13:36:09.097895+00:00
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,,19.22,£19.22,2,In stock (8 available),77e9ea355bd8ae57,0,Product Description,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,2026-03-31T13:36:10.754587+00:00
Between the World and Me,Nonfiction,,56.91,£56.91,4,In stock (8 available),04e3de7ac35ec5cd,0,Product Description,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,2026-03-31T13:36:12.419090+00:00
Being Mortal: Medicine and What Matters in the End,Nonfiction,,55.06,£55.06,4,In stock (8 available),15ebd83e53d0391b,0,Product Description,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,2026-03-31T13:36:14.023976+00:00
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,,13.2,£13.20,3,In stock (8 available),fef91502cbacf23a,0,Product Description,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,2026-03-31T13:36:15.680173+00:00
32 Yolks,Food and Drink,,53.63,£53.63,2,In stock (8 available),b1a227b7609ff263,0,Product Description,https://books.toscrape.com/catalogue/32-yolks_510/index.html,2026-03-31T13:36:17.322835+00:00
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,,44.48,£44.48,5,In stock (8 available),f16c2edb2a603f92,0,Product Description,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,2026-03-31T13:36:18.990618+00:00
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,,12.08,£12.08,3,In stock (7 available),88ec621893e595d0,0,Product Description,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,2026-03-31T13:36:20.607310+00:00
Wildlife of New York: A Five-Borough Coloring Book,Default,,22.14,£22.14,2,In stock (7 available),b46d022080543144,0,Product Description,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,2026-03-31T13:36:22.191539+00:00
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,,25.37,£25.37,5,In stock (7 available),9735c969c652dd89,0,Product Description,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,2026-03-31T13:36:23.882590+00:00
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,,46.33,£46.33,2,In stock (7 available),48cb52d78c992487,0,Product Description,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,2026-03-31T13:36:25.562845+00:00
Under the Tuscan Sun,Travel,,37.33,£37.33,3,In stock (7 available),a94350ee74deaa07,0,Product Description,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,2026-03-31T13:36:27.208131+00:00
Toddlers Are A**holes: It's Not Your Fault,Humor,,25.55,£25.55,1,In stock (7 available),4242cc3d0437db12,0,Product Description,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,2026-03-31T13:36:29.869111+00:00
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,,34.72,£34.72,1,In stock (7 available),4a0b78598b42897a,0,Product Description,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,2026-03-31T13:36:31.519655+00:00
The Whale,Childrens,,35.96,£35.96,4,In stock (7 available),0ff9d10864db8364,0,Product Description,https://books.toscrape.com/catalogue/the-whale_501/index.html,2026-03-31T13:36:33.193357+00:00
The Story of Art,Art,,41.14,£41.14,4,In stock (7 available),9147c5251cc99eb1,0,Product Description,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,2026-03-31T13:36:36.756795+00:00
The Origin of Species,Science,,10.01,£10.01,4,In stock (7 available),0345872b14f9e774,0,Product Description,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,2026-03-31T13:36:38.521086+00:00
The Great Gatsby,Default,,36.05,£36.05,4,In stock (7 available),a8dbf1c6b41b885a,0,Product Description,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,2026-03-31T13:36:40.243564+00:00
The Good Girl,Default,,49.03,£49.03,3,In stock (7 available),f935412970c9f58f,0,Product Description,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,2026-03-31T13:36:42.869372+00:00
The Glass Castle,Add a comment,,16.24,£16.24,1,In stock (7 available),47f4fd3e8e1dac05,0,Product Description,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,2026-03-31T13:36:44.586698+00:00
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,,39.55,£39.55,1,In stock (7 available),57f85720e54d6442,0,Product Description,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,2026-03-31T13:36:46.217594+00:00
The Drowning Girls,Add a comment,,35.67,£35.67,3,In stock (7 available),7a10353c9c54cf7c,0,Product Description,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,2026-03-31T13:36:47.960898+00:00
The Constant Princess (The Tudor Court #1),Historical Fiction,,16.62,£16.62,3,In stock (7 available),24933c712f0bca2f,0,Product Description,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,2026-03-31T13:36:49.540934+00:00
The Bourne Identity (Jason Bourne #1),Fiction,,42.78,£42.78,4,In stock (7 available),d250657f0ebc5d73,0,Product Description,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,2026-03-31T13:36:51.209983+00:00
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,,52.3,£52.30,5,In stock (7 available),20789fb17b423c4c,0,Product Description,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,2026-03-31T13:36:52.865882+00:00
The Art Book,Art,,32.34,£32.34,2,In stock (7 available),4b8fa561a1e52d1c,0,Product Description,https://books.toscrape.com/catalogue/the-art-book_490/index.html,2026-03-31T13:36:54.520354+00:00
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,,33.17,£33.17,4,In stock (7 available),5fbd03b1ac0a0e69,0,Product Description,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,2026-03-31T13:36:56.208125+00:00
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,,20.12,£20.12,5,In stock (7 available),ba047a636b7d3793,0,Product Description,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,2026-03-31T13:36:57.868841+00:00
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,,20.9,£20.90,2,In stock (7 available),8776181be110838a,0,Product Description,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,2026-03-31T13:36:59.571637+00:00
"Sit, Stay, Love",Romance,,20.9,£20.90,3,In stock (7 available),bd087cf6a846db75,0,Product Description,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,2026-03-31T13:37:01.228886+00:00
Sister Dear,Fiction,,40.2,£40.20,4,In stock (7 available),7ffebdd1d5148aef,0,Product Description,https://books.toscrape.com/catalogue/sister-dear_485/index.html,2026-03-31T13:37:02.950763+00:00
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,,52.87,£52.87,3,In stock (7 available),9639e89d20228e6e,0,Product Description,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,2026-03-31T13:37:04.755914+00:00
"Rich Dad, Poor Dad",Business,,51.74,£51.74,1,In stock (7 available),8486f61aa81a3daa,0,Product Description,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,2026-03-31T13:37:06.413912+00:00
Raymie Nightingale,Childrens,,34.41,£34.41,2,In stock (7 available),31c56c4d0fe19340,0,Product Description,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,2026-03-31T13:37:08.001973+00:00
Playing from the Heart,Childrens,,32.38,£32.38,1,In stock (7 available),68008abf6409dfde,0,Product Description,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,2026-03-31T13:37:09.673096+00:00
Nightstruck: A Novel,Young Adult,,50.35,£50.35,4,In stock (7 available),746029796363aa51,0,Product Description,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,2026-03-31T13:37:12.985317+00:00
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,,11.38,£11.38,5,In stock (7 available),924438fc6cbec836,0,Product Description,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,2026-03-31T13:37:14.684482+00:00
Meternity,Womens Fiction,,43.58,£43.58,3,In stock (7 available),725cd8d23d78cdca,0,Product Description,https://books.toscrape.com/catalogue/meternity_478/index.html,2026-03-31T13:37:16.384830+00:00
Memoirs of a Geisha,Fiction,,49.67,£49.67,3,In stock (7 available),dac4b5847454fd9b,0,Product Description,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,2026-03-31T13:37:18.229953+00:00
Like Never Before (Walker Family #2),Christian Fiction,,28.77,£28.77,2,In stock (7 available),b6670507e85b30e6,0,Product Description,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,2026-03-31T13:37:19.913909+00:00
Life of Pi,Default,,13.22,£13.22,4,In stock (7 available),40cdcbb7692fd408,0,Product Description,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,2026-03-31T13:37:21.502630+00:00
Leave This Song Behind: Teen Poetry at Its Best,Poetry,,51.17,£51.17,5,In stock (7 available),b74ee891e2a6dd69,0,Product Description,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,2026-03-31T13:37:23.103253+00:00
King's Folly (The Kinsman Chronicles #1),Fantasy,,39.61,£39.61,5,In stock (7 available),4c82371b8cd02d4d,0,Product Description,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,2026-03-31T13:37:24.722285+00:00
John Adams,Add a comment,,57.43,£57.43,4,In stock (7 available),68407606544d6f22,0,Product Description,https://books.toscrape.com/catalogue/john-adams_472/index.html,2026-03-31T13:37:26.300515+00:00
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,,46.01,£46.01,4,In stock (7 available),2a9fcb3382d351c8,0,Product Description,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,2026-03-31T13:37:28.064499+00:00
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,,28.25,£28.25,2,In stock (7 available),eff5710404e2ff78,0,Product Description,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,2026-03-31T13:37:29.801465+00:00
Good in Bed (Cannie Shapiro #1),Add a comment,,37.05,£37.05,5,In stock (7 available),c00bc29a678a6efb,0,Product Description,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,2026-03-31T13:37:31.556422+00:00
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,,19.57,£19.57,1,In stock (7 available),de6d7645f192d517,0,Product Description,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,2026-03-31T13:37:33.138502+00:00
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,,45.13,£45.13,3,In stock (7 available),2e40333991f56f45,0,Product Description,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,2026-03-31T13:37:34.865546+00:00
Finding God in the Ruins: How God Redeems Pain,Nonfiction,,46.64,£46.64,2,In stock (7 available),4e78f06160b717ac,0,Product Description,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,2026-03-31T13:37:36.478246+00:00
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,,12.16,£12.16,5,In stock (7 available),4fa75fc6829431ca,0,Product Description,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,2026-03-31T13:37:38.073154+00:00
Delivering the Truth (Quaker Midwife Mystery #1),Mystery,,20.89,£20.89,4,In stock (7 available),4e980425468708da,0,Product Description,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,2026-03-31T13:37:39.687796+00:00
Counted With the Stars (Out from Egypt #1),Christian Fiction,,17.97,£17.97,5,In stock (7 available),4807043b8218e9ce,0,Product Description,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,2026-03-31T13:37:41.279724+00:00
"Chronicles, Vol. 1",Music,,52.6,£52.60,2,In stock (7 available),4781b6bfd6f7a2c5,0,Product Description,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,2026-03-31T13:37:43.019119+00:00
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,,25.77,£25.77,1,In stock (7 available),a322361a37a78d3d,0,Product Description,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,2026-03-31T13:37:44.615321+00:00
Benjamin Franklin: An American Life,Biography,,48.19,£48.19,3,In stock (7 available),5b546a46a86a9d8c,0,Product Description,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,2026-03-31T13:37:47.886250+00:00
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,,29.93,£29.93,5,In stock (7 available),6b52904b2ab91bf6,0,Product Description,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,2026-03-31T13:37:49.546514+00:00
A Summer In Europe,Travel,,44.34,£44.34,2,In stock (7 available),cc1936a9f4e93477,0,Product Description,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,2026-03-31T13:37:51.149680+00:00
A Short History of Nearly Everything,History,,52.4,£52.40,5,In stock (7 available),6c7fa6844380f50a,0,Product Description,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,2026-03-31T13:37:52.816712+00:00
A Gathering of Shadows (Shades of Magic #2),Fantasy,,44.81,£44.81,4,In stock (7 available),d1378a0ad06ff979,0,Product Description,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,2026-03-31T13:37:54.451998+00:00
The Sound Of Love,Default,,57.84,£57.84,5,In stock (6 available),5ba3d703d1ae0c1d,0,Product Description,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,2026-03-31T13:37:56.399063+00:00
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,,39.67,£39.67,2,In stock (6 available),774fa432bd7d9c47,0,Product Description,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,2026-03-31T13:37:58.209277+00:00
The Perks of Being a Wallflower,Default,,55.02,£55.02,3,In stock (6 available),fd364afd082f5446,0,Product Description,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,2026-03-31T13:37:59.833325+00:00
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,,24.8,£24.80,4,In stock (6 available),2da5edf8b5776c9a,0,Product Description,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,2026-03-31T13:38:01.430632+00:00
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,,59.45,£59.45,4,In stock (6 available),60376aa71be66083,0,Product Description,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,2026-03-31T13:38:03.089855+00:00
The Makings of a Fatherless Child,Default,,31.58,£31.58,2,In stock (6 available),2efa5a839e62b1bd,0,Product Description,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,2026-03-31T13:38:04.950096+00:00
The Joy of Cooking,Add a comment,,43.27,£43.27,4,In stock (6 available),d326e189b1210916,0,Product Description,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,2026-03-31T13:38:06.764907+00:00
The Invention of Wings,Historical Fiction,,37.34,£37.34,1,In stock (6 available),e6635f5b0a2c78db,0,Product Description,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,2026-03-31T13:38:08.366365+00:00
The Hobbit (Middle-Earth Universe),Default,,17.8,£17.80,5,In stock (6 available),72b5355dda190b6a,0,Product Description,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,2026-03-31T13:38:10.033044+00:00
The Great Railway Bazaar,Travel,,30.54,£30.54,1,In stock (6 available),48736df57e7bec9f,0,Product Description,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,2026-03-31T13:38:11.766773+00:00
The Golden Compass (His Dark Materials #1),Add a comment,,18.77,£18.77,1,In stock (6 available),d33824cb93ecab6f,0,Product Description,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,2026-03-31T13:38:13.466919+00:00
The God Delusion,Add a comment,,46.85,£46.85,3,In stock (6 available),2bc80eba94950873,0,Product Description,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,2026-03-31T13:38:15.058303+00:00
The Girl You Left Behind (The Girl You Left Behind #1),Historical,,15.79,£15.79,1,In stock (6 available),eb7459e0c570251d,0,Product Description,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,2026-03-31T13:38:16.619995+00:00
The Fellowship of the Ring (The Lord of the Rings #1),Default,,10.27,£10.27,2,In stock (6 available),cb17945cb90b7837,0,Product Description,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,2026-03-31T13:38:18.338777+00:00
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,,15.42,£15.42,5,In stock (6 available),3d250ab0f12be445,0,Product Description,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,2026-03-31T13:38:19.942401+00:00
The Barefoot Contessa Cookbook,Food and Drink,,59.92,£59.92,5,In stock (6 available),6478ccb4416e6a5d,0,Product Description,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,2026-03-31T13:38:23.593989+00:00
Tell the Wolves I'm Home,Young Adult,,50.96,£50.96,2,In stock (6 available),2a1b3d967cda1da2,0,Product Description,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,2026-03-31T13:38:25.182071+00:00
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,,30.6,£30.60,3,In stock (6 available),8d8e9f9b8730eb25,0,Product Description,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,2026-03-31T13:38:26.742322+00:00
Pride and Prejudice,Add a comment,,19.27,£19.27,4,In stock (6 available),720c36b2bee4692e,0,Product Description,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,2026-03-31T13:38:28.269089+00:00
Musicophilia: Tales of Music and the Brain,Default,,46.58,£46.58,1,In stock (6 available),6d235933670503d9,0,Product Description,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,2026-03-31T13:38:29.874176+00:00
Mere Christianity,Add a comment,,48.51,£48.51,3,In stock (6 available),f38f37ed934d84b2,0,Product Description,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,2026-03-31T13:38:31.536526+00:00
Me Before You (Me Before You #1),Fiction,,19.02,£19.02,1,In stock (6 available),7a2b51f69e81c722,0,Product Description,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,2026-03-31T13:38:33.201807+00:00
In the Woods (Dublin Murder Squad #1),Mystery,,38.38,£38.38,2,In stock (6 available),6958de044cb28a84,0,Product Description,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,2026-03-31T13:38:34.776707+00:00
In Cold Blood,Nonfiction,,49.98,£49.98,4,In stock (6 available),fe0f34ebed689381,0,Product Description,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,2026-03-31T13:38:36.454006+00:00
How to Stop Worrying and Start Living,Self Help,,46.49,£46.49,5,In stock (6 available),e792c0969cefe1b8,0,Product Description,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,2026-03-31T13:38:38.098282+00:00
Give It Back,Thriller,,18.32,£18.32,2,In stock (6 available),012170e4fc87ace0,0,Product Description,https://books.toscrape.com/catalogue/give-it-back_430/index.html,2026-03-31T13:38:39.730535+00:00
"Girl, Interrupted",Nonfiction,,42.14,£42.14,3,In stock (6 available),384c7d41d5ffe9d1,0,Product Description,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,2026-03-31T13:38:41.290168+00:00
